1863211,0.35,0.98,0.006,0.07,4.91e-06,0.00511
1864911,1.54,1.83,0.0107,0.14,1.42e-05,0.0147
1866711,3.96,4.71,0.03,0.37,3e-05,0.0312
1866911,0.15,0.73,0.00437,0.0127,3.64e-06,0.00379
1893711,0.03,0.04,0.0002,0.003,1.87e-06,0.00195
1894911,8.88,10.53,0.44,2.03,9.94e-05,0.1
1895311,14.65,17.45,0.1,1.33,2.07e-05,0.0215
1895411,2.06,2.46,0.02,5.72,1.23e-05,0.0127
1897011,0.08,0.1,0.0006,0.007,2.18e-06,0.00227
1897611,0.24,0.29,0.00201,1.15,1.72e-05,0.0179
1913011,7.6,2.61,0.18,1.24,6.68e-06,0.00767
1927911,0.3,0.36,0.002,17.29,0.00174,0.00187
1929311,0.7,0.82,0.009,1.23,4.13e-06,0.00429
1931911,3.89,4.62,0.03,0.35,2.74e-05,0.0285
1932111,2.5,2.98,0.02,3.74,5.85e-06,0.00608
1944311,0.39,0.47,0.003,1.82,2.34e-06,0.00243
1944711,0.33,1.95,0.04,0.02,1.46e-05,0.0025
2265411,2.82,3.36,0.02,0.26,1.68e-05,0.0175
2308811,3.53,4.2,0.01,0.32,2.4e-05,0.025
2345111,2,2.39,0.012,0.18,1.19e-05,0.0124
2363611,2.36,5.65,0.0103,0.29,1.96e-06,0.0196
2383911,0.46,0.54,0.003,0.04,4.37e-06,0.00454
2415411,2.85,3.56,0.02,1.71,1.68e-05,0.0175
2417311,1.47,1.75,0.01,4.95,3.34e-05,0.0347
2418511,0.23,0.28,0.002,0.026,1.67e-05,0.0174
2446811,2.45,2.91,0.02,0.22,1.51e-05,0.0157
2448411,1.16,1.38,0.0085,0.11,6.9e-06,0.00718
2514111,1.71,2.04,0.0122,0.16,3.42e-05,0.0356
2572411,8.75,10.4,0.06,0.79,8.25e-06,0.00858
2587711,0.97,1.17,0.0067,0.079,1.19e-05,0.0124
2590111,17.34,20.64,0.12,2.66,0.000103,0.11
2612511,2,2.93,1.31,0.23,4.19e-05,0.033
2620811,0.03,0.04,0.0002,0.0032,3.6e-08,3.74e-05
2624811,0.87,1.03,0.006,15.46,5.14e-06,0.00535
2629111,3.3,3.93,0.024,0.3,4.62e-06,0.0048
2629811,1.46,1.75,0.0106,0.14,8.16e-06,0.0214
2631111,0.0915,0.35,0.054,0.0105,1.65e-06,0.000283
2666911,8.3,9.77,0.55,1.24,5.17e-05,0.0538
2752011,0.58,2.88,0.0173,2.11,1.44e-05,0.015
3152411,3.21,3.82,0.0229,0.29,1.91e-05,0.0199
3152711,4.13,4.92,0.03,0.37,2.45e-05,0.0254
3201211,21.62,25.73,0.15,1.96,0.000199,0.21
3202311,5.21,6.82,0.12,0.47,2.96e-05,0.0308
3210111,2.04,2.43,0.011,0.19,1.14e-05,0.0118
3212411,0.34,1.03,0.00618,0.0783,5.15e-06,0.00535
3214111,0.12,0.14,0.0009,0.01,2.73e-05,0.0284
3214511,0.54,0.65,0.004,0.05,3.28e-06,0.00341
3341511,0.33,0.75,0.0043,0.0578,3.73e-06,0.00388
3341611,0.0734,0.0874,0.000524,0.0265,4.37e-07,0.000454
3344211,1.09,1.3,0.0078,0.0988,6.5e-06,0.00676
3344711,2.92,3.4,0.02,0.25,1.2e-05,0.0125
3345511,3.94,4.69,0.022,66.13,2.27e-05,0.0236
3347011,54.44,115.27,272.17,52.25,0.004,2
3349111,5.24,6.12,0.0419,0.48,3.49e-05,0.0363
3357911,16.49,11.65,0.09,0.96,6.11e-05,0.0635
3359011,0.03,0.03,0.0002,0.002,1.84e-05,0.0191
3363111,14.5,3.34,0.36,4.42,6.69e-07,0.0518
3392011,0.37,0.44,0.003,0.03,2.19e-06,0.00228
3955311,0.92,3.47,0.056,0.062,1.6e-05,0.00274
3977511,1.89,2.56,0.04,0.17,1.07e-05,0.0112
3991111,0.15,0.18,0.001,0.39,8.82e-07,0.000917
4060811,5.28,6.28,0.01,0.48,2.15e-05,0.0223
4096111,0.42,0.5,0.00302,0.0383,2.52e-06,0.00262
4106211,10.79,12.85,0.07,4.57,6.37e-05,0.0662
4108211,3.84,4.6,0.05,0.35,2.19e-05,0.0232
4112511,0.56,0.68,0.004,0.05,6.24e-06,0.00649
4165011,3.8,4.45,0.03,4.47,2.16e-05,0.0225
4165811,2.08,2.48,0.0102,0.19,2.7e-06,0.00315
4212711,5.19,6.17,0.037,5.88,3.09e-05,0.0321
4213811,1.58,1.88,0.01,0.14,9.39e-06,0.00977
4472911,1.74,1.37,0.0052,0.08,8.76e-06,0.00917
4486811,0.27,0.31,0.00214,0.34,5.95e-06,0.00615
4488111,9.81,11.74,0.11,0.89,6.51e-05,0.0648
4491311,0.93,1.11,0.01,0.72,5.55e-06,0.00577
4506111,3.1,0.64,0.0704,2.58,2.53e-07,0.000264
4506511,16.92,50.5,0.13,2.86,0.000107,0.14
4506911,1.75,1.76,0.069,0.16,1.03e-05,0.011
4533111,0.14,0.17,0.001,0.01,7.64e-06,0.00795
4545111,0.1,0.12,0.0006,0.00853,2.1e-05,0.0218
4545311,14.75,17.55,0.1,7.33,8.78e-05,0.0913
4559511,0.0101,0.32,0.09,0.12,1.08e-09,0.27
4559911,3.6,12.3,0.13,0.51,3.36e-06,0.0035
4591611,5.59,21.07,0.11,0.38,5.11e-07,0.00423
4595211,0.009,0.08,9e-05,0.00306,6.24e-07,0.000649
4599511,1.64,2.14,0.0204,0.26,1.7e-05,0.0177
4619711,2.15,0.75,0.003,0.03,2.19e-06,0.00227
4621211,1.93,2.3,0.01,36.34,1.15e-05,0.0119
4641011,1.36,1.62,0.01,0.12,8.25e-06,0.00858
4666311,0.17,0.2,0.001,0.01,9.98e-07,0.00104
4690111,0.54,0.65,0.004,0.05,8.1e-07,0.000842
4692711,3.62,4.32,0.007,3.78,2.91e-05,0.0303
4706811,0.48,0.57,0.003,15.44,2.84e-06,0.00295
4774111,3.92,4.96,0.084,0.36,2.28e-05,0.0243
4792511,1.47,1.76,0.01,0.13,8.76e-06,0.00911
4813411,1.14,0.34,0.25,0.02,9.43e-07,0.0869
4855011,5.05,6.04,0.05,0.45,3e-05,0.032
4932111,0.07,0.08,0.0005,1.13,0.00015,0.0147
4971611,18.73,31.09,298.99,0.69,3.36e-05,0.0349
5034511,0.13,0.15,0.0012,0.011,1.13e-06,0.25
5397911,6.12,7.25,0.04,0.55,3.7e-05,0.0385
5400611,0.33,0.38,0.003,0.03,2.96e-06,0.00308
5405711,0.64,0.76,0.002,2.97,3.77e-06,0.00392
5409011,2.62,3.12,0.0187,0.24,1.56e-05,0.0162
5410111,0.04,0.05,0.0004,0.023,2.3e-07,0.000239
5410811,1.2,1.43,0.00855,0.11,7.13e-06,0.00741
5417811,2.3,2.74,0.02,1.32,1.35e-05,0.0141
5429511,18,11.38,5.45,1.5,8.48e-05,0.0913
5430311,0.29,4.74,0.002,0.03,1.78e-06,0.00185
5431611,11.46,10.19,0.15,10.96,4.64e-05,0.0446
5437911,1.96,2.4,0.01,1.3,1.2e-05,0.0125
5438711,1.94,2.31,0.0102,0.18,2.84e-05,0.0295
5450511,0.04,0.05,0.0003,0.00735,6.04e-07,0.000624
5485611,2.84,3.38,0.024,0.3,0.000756,0.16
5535711,1.76,14.79,0.0814,0.53,8.54e-08,1.62
5538311,0.4,0.48,0.00288,3.17,0.000437,0.0025
5562311,0.22,0.26,0.002,0.02,2.52e-06,0.00262
5572311,0.00021,0.00025,2e-06,0.00602,6.12e-09,1.3e-06
5593911,0.11,0.13,0.001,0.01,2.06e-06,0.00214
5594011,0.22,0.76,0.002,0.02,0.05,0.00137
7298611,1.01,1.2,0.007,0.09,6.03e-06,0.00627
7299011,0.06,0.07,0.0004,0.00538,3.09e-06,0.00321
7313911,16.79,38.79,0.063,1.15,4.65e-05,0.0483
7314811,1.16,1.14,0.008,0.11,7.21e-06,0.0075
7339511,0.18,0.62,0.0013,0.017,1.69e-06,0.00176
7361311,0.1,0.12,0.0007,0.009,5.85e-07,0.000608
7361511,412.01,660.28,1332.56,96.11,0.00492,23.49
7791111,20.97,28.48,0.14,19.66,0.26,0.12
7791711,1.41,1.68,0.01,0.003,1.05e-05,0.0109
7808211,0.29,0.35,0.002,5.73,4.35e-09,4.52e-06
7881811,1.89,2.49,0.015,0.17,1.08e-05,0.0113
7882611,6.56,9.04,0.043,0.58,2.15e-05,0.0223
7940211,1.19,1.42,0.008,0.24,7.21e-06,0.0075
7971511,5.19,7.13,0.14,0.53,3.64e-05,0.0385
7972911,121.31,21.23,61.52,12.24,0.000136,0.14
8018111,1913.5,2226.97,8300.52,853.79,0.043,40.78
8139411,2.2,3.91,0.02,0.1,6.55e-06,0.00681
8139911,2062.27,2324.46,8739.12,1424.66,0.13,34.37
8191811,498.82,684.86,513.49,180.23,0.000136,0.14
930011,1.66,1.97,0.01,0.6,9.83e-06,0.0102
9680811,0.13,1.34,0.01,0.1,6.12e-06,0.00636
9732111,15.86,3.63,0.4,2.85,2.94e-06,0.00479
12581611,0.0277,0.033,0.000198,0.00251,1.7e-07,0.00026
12733211,1.39,1.65,0.0099,11.72,1.25e-05,0.0086
14417511,19.74,158.42,1.33,4.68,0.000394,0.26
14426011,3.56,27.22,0.24,0.85,7.19e-05,0.0479
14482111,3.72,28.51,0.25,0.9,7.52e-05,0.0502
3985311,13.06,15.3,0.0918,2.75,7.65e-05,0.0414
4481211,11.5,4.2,0.5,9.73,0.000938,0.14
4679111,28.23,17.53,10.21,12.35,0.000102,0.25
4729611,13.17,5.44,0.68,6.75,0.000347,0.15
4872011,218.25,0.66,1.32,26.62,0.0986,4.2
4902911,1.87,5.23,0.7,0.14,4.25e-06,0.0044
4912511,306.32,633.08,2926.28,262.42,0.0132,10.16
7224911,0.58,1.27,6.56,0.12,2.77e-05,0.0049
7248511,657.62,4933.05,3006.12,329.26,0.0656,59.57
7364311,9.28,17.59,7.82,10.35,0.00437,0.0201
7376511,85024.29,8289.26,13842.76,3202.07,2.61,4.25
7955611,8.37,9.96,0.0598,0.76,4.98e-05,0.0127
8075211,8.51,23.21,0.0744,0.77,5.07e-05,0.00211
8182811,368.37,859.44,1897.98,172.22,0.49,103
8186811,32.13,38.25,0.23,6.51,0.000191,0.2
8205911,3.09,3.67,0.022,0.32,1.05e-05,0.0032
8225111,136.3,1801.26,10875.29,217.97,0.0255,41.41
9657411,4.67,5.56,0.0334,0.42,2.78e-05,0.014
14430311,3.31,29.76,0.22,0.76,6.42e-05,0.0428
14482311,88.78,688.4,6,19.47,0.00164,1.09
14482411,8.32,64.42,0.56,1.82,0.000153,0.1
3878111,58.99,667.71,1783.6,60.34,0.27,18.27
4494111,1.87,2.23,0.0134,0.17,1.11e-05,4.11e-06
4648311,16.23,55.52,2.72,4.41,0.000176,0.12
5603311,161.48,553.3,1.17,21.34,0.0008,3.9e-05
5604311,2.24,7.47,0.17,0.21,1.59e-05,0.00173
8079611,65.76,62.2,12.68,137.48,0.00438,0.000104
8080511,5.86,8.07,0.0424,0.61,3.3e-05,0.000269
8081811,278.08,92.12,209.02,19.81,0.0015,4.22e-06
10682411,0.83,0.99,0.00597,0.2,1.66e-06,5.83e-09
14499011,7.82,59.89,0.53,1.88,0.000158,0.11
14499111,0.88,7.09,0.0597,0.21,1.76e-05,0.0117
15073211,5.76,7.34,0.0644,1.34,3.62e-05,0.00151
15518911,2.06,3.42,1.38,0.62,6.96e-06,0.0273
5072511,0.5,1.26,0.0522,0.14,1.24e-06,0.000102
5193711,10.96,1.21,0.12,2.25,0.000352,0.0514
5196311,12.8,11.23,3.25,8.28,0.000479,0.95
5196411,95.96,1793.36,17249.81,397.07,0.0286,73.44
5236711,38.44,79.2,115.86,9.81,0.00282,1.1
5352711,10.61,13.1,0.12,2.52,1e-08,0.000145
5605611,9.59,0.67,0.63,0.63,2.67e-05,0.0204
5742811,1107.73,2087.58,3111.95,148.26,0.2,39.52
5762411,5.77,6.98,0.051,23.69,7.57e-05,2.09e-05
5789511,59.35,46.69,2.47,48.58,6.6e-07,0.79
5895411,12.89,16.32,0.25,3.12,7.35e-05,0.0764
6111811,16.41,0.7,0.15,0.0789,4.2e-06,0.000822
7203211,52.93,62.11,0.38,129.55,0.000315,0.33
7350311,0.83,11.42,0.0644,4.66,3.68e-06,0.00398
7350511,4.92,15.06,3.33,46.9,0.00115,0.11
7353511,58.2,69.28,0.42,17.2,1e-05,0.36
7365311,100.8,288.18,1976,17.06,0.00333,0.0479
7381011,0.0033,0.00075,3.75e-05,0.000932,1.46e-07,2.12e-05
8081011,2.08,2.64,0.0541,0.5,4.91e-06,0.0192
8097011,30.29,52.21,0.22,2.74,0.00018,0.19
8109311,59.73,192.85,2.2,379.38,0.0222,6.21e-05
9629311,11.79,8.47,0.11,3.33,4.4e-05,0.0757
15529211,0.98,7.96,0.0664,0.22,1.84e-05,0.0123
5542711,2.74,5.78,0.57,11.29,2.26e-05,0.0219
5734011,1479.15,1331.97,727.75,558.63,0.13,18.42
7226211,49.44,63.4,19.64,18.86,0.000328,0.00151
7226811,850.9,1004.95,302.42,132.66,0.0344,5.99
7380411,2341.04,3654.71,1841.53,933.22,0.0293,165
7432211,82.13,151.68,1.1,31.07,0.000216,0.000301
7447411,7.33,17.85,0.8,35.86,2.98e-07,0.00641
7927911,51.49,27.96,0.23,29.37,0.000615,0.00013
7929111,236.91,869.47,6.64,92.56,0.00163,5.05e-05
8467211,1916.1,1952.81,491.79,1420.7,0.0005,57.11
14501711,1.79,2.32,0.33,0.15,4.84e-06,0.00617
3956611,6.99,10.54,3.87,8.11,0.000238,0.0249
5032611,0.0523,0.25,0.45,0.0242,1.29e-05,0.00863
5069511,21.12,25.56,0.15,2.42,8.68e-05,2.33e-06
5069811,1.87,3.9,0.16,0.24,1.86e-06,0.000632
5185911,1.32,9.08,14.6,1.19,3.41e-05,0.0437
5186011,0.73,6.29,10.31,0.78,6.51e-06,0.0201
5671711,3.81,4.81,0.0456,0.24,2.22e-05,3.94e-05
5671811,7.79,11.94,0.91,0.66,4.24e-05,0.000872
5687211,0.58,0.81,0.0139,0.0445,3.32e-06,2.06e-05
5714211,0.0541,0.18,0.0006,1.24,2.47e-07,0.000164
5850911,3.82,7.7,0.25,0.43,2.33e-05,0.00384
5854811,0.0572,0.28,0.7,0.0211,1.11e-05,0.0074
5920611,3.69,10.14,1.12,0.43,2.63e-08,5.05e-06
5934811,2.08,3.45,0.3,15.72,0.000796,7.77e-07
6547611,5.05,84.6,160.67,16.89,1.48e-05,0.18
6551211,0.0375,0.18,1.07,0.0487,9.25e-06,0.00617
6553511,4.21,5.28,0.0536,0.27,2.46e-05,4.97e-05
6583311,2.35,3.31,0.0802,0.2,1.75e-05,0.00289
6667311,0.43,0.55,0.0054,0.0297,5.41e-06,0.00197
