9013,372.2,80333,92.4,36.5
9015,230.9,60063,85.5,22
10000,460.8,59317,87.4,28
10001,276.9,54783,84.9,20
10003,1263.2,64158,88.9,32.7
10005,210.6,53215,85.3,21.9
11000,9856.5,61835,87.1,50.5
11001,9856.6,61835,87.1,50.5
12000,350.6,47827,85.5,26
12001,282.7,41373,90.3,41.1
12003,46.3,47041,78.4,7.4
12005,222.6,48225,87.1,21
12007,97,41397,74.4,8.8
12009,535,50068,90.3,26.4
12011,1444.9,51782,87.3,29.9
12013,25.8,31142,71.9,7.9
12015,235.2,45112,88.4,20.9
12017,242.8,38189,85.2,16.5
12019,315.8,59994,89.9,23.2
12021,160.9,56876,85.3,31.6
12023,84.7,38589,81.2,13.1
12027,54.7,36407,68.9,11.4
12029,23.3,34243,75.8,8.9
12031,1133.9,49964,87.5,25.2
12033,453.4,43707,87.1,23.3
12035,197.1,48708,90.1,22
12037,21.6,37017,79.4,17.6
12039,89.8,33453,76.3,13.2
12041,48.4,38467,81.3,11.4
12043,16,39611,74,10.3
12045,28.1,41291,77.3,13.3
12047,28.8,36683,74.8,8.4
12049,43.5,38046,63.2,9.3
12051,34,37989,63.5,9.4
12053,365.6,42700,86,16.2
12055,97.2,34913,79.3,14.5
12057,1204.9,50195,86,29
12059,41.6,33510,72,10.1
12061,274.5,46363,86.9,26.4
12063,54.2,39869,79.1,13.6
12065,24.7,42096,81,15.5
12067,16.3,49713,81.8,10.3
12069,316.6,47509,87.1,20.1
12071,788.7,49444,87,24.6
12073,413.1,45827,91.2,43.1
12075,36.5,35920,80.7,12.2
12077,10,40893,73.2,13.2
12079,27.6,36557,76.2,10.9
12081,434.5,48181,86.7,26
12083,209.1,40103,84.8,16.8
12085,269.2,53612,88.7,29.9
12086,1315.5,43957,77.6,26.2
12087,74.3,53889,89.3,27.8
12089,113,58933,86.6,21.8
12091,194.4,54140,90.7,26.9
12093,52,36929,69,10.1
12095,1268.5,49731,86.9,30
12097,202.4,46479,84.2,18
12099,670.2,52951,87.1,32.2
12101,622.2,44103,86.6,19.7
12103,3347.5,45891,88.3,27
12105,334.9,44398,82.1,18
12107,102.2,34174,77.7,12.5
12109,316.4,64153,92.5,39.3
12111,485.7,44947,83.2,17.9
12113,149.6,55913,89.3,25.6
12115,682.6,49212,91.1,29.3
12117,1367,58908,91.1,34
12119,170.8,44817,85.5,20
12121,60.3,37775,80.7,10.1
12123,21.6,38005,77.7,10.8
12125,63.8,45645,76,10
12127,449.2,44169,87.5,20.8
12129,50.8,54151,86.5,17.3
12131,53,46926,86.2,24.9
12133,42.7,37036,79.8,12.3
13000,168.4,49736,84,27.5
13001,36,34989,75.1,9.3
13003,24.7,32814,64.9,8.3
13005,42.9,32065,71.9,8
13007,10.1,27255,81.3,9.7
13009,177.3,36429,81.3,19
13011,79.3,41397,75.2,11.1
13013,432.7,50604,79.5,16.1
13015,217.9,49060,79.5,16.7
13017,70.5,31943,73.2,12.3
13019,42.7,32512,72.2,11.3
13021,622.8,37975,81.5,22.6
13023,60.5,35997,75.3,12.3
13025,41.6,38374,76.9,4.6
13027,32.9,40186,79.1,13.9
13029,69.3,64651,87.8,29
13031,104.4,33902,85.8,26.3
13033,28.2,32188,76.5,9.1
13035,128.3,49339,76.3,8.1
13037,23.9,32986,66,9.3
13039,82.4,51061,89.3,20.3
13043,45.3,37315,78.2,15.4
13045,221.5,45752,79.7,18.4
13047,394.3,46549,82.7,17.8
13049,15.7,42307,65.5,8.7
13051,621.7,45985,88,29.6
13053,45.3,49969,93.6,28.4
13055,83,32224,68.2,7.8
13057,508.3,66717,89,33.6
13059,979.1,34151,84.9,40.7
13061,16.3,24750,76.9,9.5
13063,1832.5,42936,82.1,17.8
13065,8.5,33143,69.2,13.9
13067,2026.4,65423,90.5,44
13069,73.7,34327,73.6,11.8
13071,83.6,33345,71.7,11.9
13073,427.6,66556,90.6,34.3
13075,75.8,35306,71.9,9.9
13077,288.8,61015,87.2,26.2
13079,38.9,37746,77.9,11.7
13081,86,32616,76.2,11.5
13083,95.6,41629,80.3,17.6
13085,105.9,51989,85.5,21.9
13087,46.6,31391,77.2,12.2
13089,2585.7,51712,88.3,39.3
13091,44,33829,77.8,13.6
13093,38.1,30830,71.4,10.2
13095,287.7,32364,80,18.6
13097,661.8,54763,86.3,24.2
13099,21.5,27645,76.2,13.5
13101,9.7,29476,62.7,6.9
13103,109.4,58935,85.3,15.8
13105,57.4,32634,75.8,11.4
13107,33.2,30427,73.5,10
13109,60.2,38000,75.9,12.7
13111,61.2,34554,78.3,14.8
13113,548.3,81498,93.5,41.7
13115,188.9,43129,76.8,18.1
13117,783.5,88262,90.6,42.8
13119,84.5,33086,73.5,14
13121,1748,57582,90.1,48.1
13123,66.3,37091,75.5,14.3
13125,21.4,36275,73.8,9.9
13127,189.7,49828,86.1,25.9
13129,155.1,41336,74.3,13.6
13131,55,32091,73.6,10.5
13133,41.3,38209,74,18.7
13135,1871.2,63076,87.1,34.7
13137,155.5,41222,76.7,18.1
13139,457.5,52050,78,22.1
13141,20,24483,74.8,13.8
13143,102,38664,71.2,12
13145,69,67299,88.9,27.7
13147,108.5,35685,77.1,14.9
13149,40,39167,69.5,7
13151,633,64251,89.7,25.2
13153,372.5,55738,87.5,24.5
13155,26.9,40379,76,7.5
13157,178.1,52883,79.4,17.6
13159,37.8,44404,81.9,16.7
13161,45.6,35336,76.4,11.6
13163,32.2,29178,72,8.5
13165,24,25467,68.4,13.5
13167,32.9,31301,69.9,11.5
13169,72.8,51265,88.8,17.3
13171,99.8,39684,79,10.9
13173,54.4,40878,74.1,13.5
13175,60,37640,80,16
13177,79.5,58252,83.7,18.5
13179,129.5,44146,90,17.3
13181,38,36741,80,10.2
13183,36.1,38785,77.5,8.9
13185,220.2,38535,83.6,22.4
13187,105.9,43704,81.5,20
13189,85,36841,71.8,12.8
13191,33.8,37194,77.5,15.2
13193,36.8,28726,71.5,11.8
13195,99.6,41407,73.9,12.5
13197,23.9,32610,75.8,6.3
13199,43.9,37028,70.1,9.2
13201,21.7,33248,78.1,11.3
13205,45.9,37597,68.1,10.7
13207,66.8,48632,78.7,18.3
13209,38.1,34933,81.7,15.4
13211,51.4,46918,80.5,24.5
13213,115,37004,68.4,7.4
13215,877.5,41088,84.3,21.7
13217,367.3,51691,83.6,19.4
13219,178,75136,90,45.2
13221,33.9,43255,76.1,14.8
13223,455.8,63023,87.9,22.3
13225,184.3,41333,80.2,17.8
13227,126.8,50582,80.4,21.9
13229,59.3,37489,77.5,11.4
13231,82.7,56433,83.3,15.6
13233,133.6,38514,72.8,11.2
13235,48.2,32424,76.2,7.3
13237,61.6,41756,81.7,18.9
13239,16.6,32656,67.8,7.6
13241,44,33533,83.4,24.2
13243,18,29071,72.1,14.8
13245,618.4,39090,82.3,19.7
13247,656.5,55819,85.1,23.7
13249,30,34691,67.5,11.3
13251,22.6,31963,75,11.9
13253,37.1,29639,81.1,10.9
13255,326.1,41163,75,14
13257,146.1,37502,77.2,14.2
13259,13.2,30417,71.4,12
13261,68,34416,76.1,18.2
13263,17.5,33404,77.4,11.2
13265,8.8,24125,60.1,8.5
13267,53.2,33863,74.1,11.3
13269,23.6,27479,70.3,6.8
13271,37.7,23777,73.3,10.2
13273,27.8,30953,63.9,10.2
13275,82.1,34419,81.7,19.1
13277,154.9,37414,76.2,17
13279,74.8,32462,81.3,14
13281,62.9,39309,85.3,21
13283,34.5,31848,74.1,9.2
13285,161.9,41961,79.8,19.6
13287,31.3,29851,69.1,11.4
13289,25.2,27715,65.2,8.7
13291,66.3,43146,83.6,21.1
13293,84,34068,75.5,11
13295,154,39578,77.2,13.6
13297,257.2,51347,80.7,17.7
13299,40.7,35431,80.9,13.4
13301,20.5,33330,71.8,5.9
13303,31.2,31784,77.1,10.9
13305,46.9,39470,78.8,10.7
13307,13.4,29583,81.1,11.8
13309,25.1,31456,75.5,8.1
13311,112.8,39666,84.3,19.6
13313,353.2,42379,68.5,14.8
13315,24.5,31712,74.9,9.2
13317,22.6,28989,74.3,15.5
13319,21.4,37500,79.9,12.4
13321,38,38336,73.2,8.3
15000,211.8,67116,90.1,29.5
15001,45.9,53591,90.9,25.9
15003,1586.7,71263,90.3,31.2
15005,7.5,56875,77.2,36.8
15007,108.2,64422,88.5,24.3
15009,133.3,64583,89.2,25.7
16000,19,46890,88.5,24.6
16001,372.8,55304,93.1,35.2
16003,2.9,36845,86.2,19.5
16005,74.5,45347,90.8,27
16007,6.1,43897,90.8,16.6
16009,12,37508,87.6,12.1
16011,21.8,46169,84.7,16.2
16013,8.1,62906,90.7,45.1
16015,3.7,47128,87.1,19.9
16017,23.6,42989,91,22.3
16019,55.9,51311,91.3,26.7
16021,8.6,35324,82.3,11.9
16023,1.3,37821,90.9,18.7
16025,1,41184,83,23.7
16027,321.6,42943,82.4,16.5
16029,3.9,49740,90,18.3
16031,8.9,39551,77.3,15.8
16033,0.6,39792,70.4,7.1
16035,3.6,42043,85.4,14.2
16037,0.9,43445,90.2,22
16039,8.8,43691,84.8,16.2
16041,19.3,46344,90.9,18
16043,7.1,42178,87.2,18.6
16045,29.8,44442,84,12.9
16047,21.2,40854,76.6,12.1
16049,1.9,36706,87.8,13.9
16051,23.9,52799,87.3,19.8
16053,37.5,39232,71.7,12.4
16055,111.3,48075,91.8,23.1
16057,34.6,39578,93.7,43.7
16059,1.7,40270,90.2,21.2
16061,8,35344,88.8,15.2
16063,4.3,45077,75.5,10.8
16065,80,33791,94.8,30.9
16067,26.5,43194,75.8,10
16069,46.3,44540,90.1,19.7
16071,3.6,44435,93.1,14.1
16073,1.5,32169,75.3,8.9
16075,55.6,44943,83.2,14.6
16077,5.6,41797,81.8,15.9
16079,4.9,37934,83.3,12.9
16081,22.6,52444,88.7,33.2
16083,40.2,43146,83.8,17.3
16085,2.7,52675,93.5,36.8
16087,7,37878,78.5,17.8
17000,231.1,56576,86.6,30.7
17001,78.5,45792,89.9,21.2
17003,35,27727,75.8,7.9
17005,46.7,50672,88.4,22.8
17007,193,61613,85.5,19.8
17009,22.7,42014,79.9,10.7
17011,40.2,48046,88.5,16.3
17013,20,48958,85.8,13.9
17015,34.6,45433,89.1,16.2
17017,36.3,41139,81.8,13.1
17019,201.8,44462,92.9,42.1
17021,49.1,43964,87.1,12.8
17023,32.6,47933,89,17.4
17025,29.5,38905,86,13.6
17027,79.7,57246,88.1,19.5
17029,106,38294,89.5,24.2
17031,5495.1,54598,83.7,33.7
17033,44.7,43923,86.3,14.8
17035,31.9,43255,88,12.7
17037,166.6,54436,91.2,28.2
17039,41.7,48750,89.8,17
17041,48,47921,81.8,14.7
17043,2799.8,77598,91.9,45.6
17045,29.8,42947,88.6,17.2
17047,30.2,39071,88.2,12.5
17049,71.5,50938,90.1,19.3
17051,30.9,43081,83.3,13.7
17053,29,50332,86.9,16.3
17055,96.8,36383,84.9,12.8
17057,42.8,42963,84,14
17059,17.3,38577,78.6,9.8
17061,25.6,42193,85.6,13.3
17063,119.8,64592,91.3,18.1
17065,19.5,39000,82.3,13
17067,24.1,43567,90.5,18.9
17069,24.3,30875,78.9,10.6
17071,19.3,47944,87.2,15.3
17073,61.3,50698,87.7,20.3
17075,26.6,48248,87.7,13.7
17077,103.1,32896,89.9,35.6
17079,19.6,47731,89.7,15.1
17081,68,42679,85.5,15.2
17083,62.2,54469,88.5,16.6
17085,37.7,52487,89.9,23.3
17087,36.6,42172,80.5,13
17089,990.8,69496,83.1,31.8
17091,167.7,49266,85.8,17.3
17093,358.2,82649,92.1,33.7
17095,73.9,40112,85.4,16.2
17097,1585.6,79666,88.6,41.5
17099,100.4,52469,88.1,15.9
17101,45.2,38326,79.3,10.5
17103,49.7,49451,86,15.4
17105,37.3,52835,84.9,13.7
17107,49,48714,85.9,16.8
17109,55.3,34186,91.6,33.5
17111,511.9,76909,91.9,31.9
17113,143.3,59410,93.4,41.1
17115,190.8,45987,87.1,20.8
17117,55.4,48739,88.3,15.3
17119,376.3,53143,89.8,23.3
17121,68.9,40097,84.9,13.6
17123,32.7,51642,90.7,16.5
17125,27.2,42929,83.8,15.9
17127,65,40885,84.3,15.6
17129,40.4,56943,90.7,21.2
17131,29.3,51216,88.1,14
17133,85.6,69291,91.5,23.6
17135,42.8,41925,84.1,12.5
17137,62.5,44731,87.4,20.5
17139,44.2,48982,84.3,15.2
17141,70.5,57094,87.9,19
17143,301.2,50689,89,28.3
17145,50.6,41333,83,13.9
17147,38.1,58837,91.9,22.8
17149,19.8,40668,84.9,12.1
17151,12.1,38651,87.2,10.7
17153,30.9,31712,78.2,11.2
17155,37.5,52409,88,15.1
17157,58.2,46148,79.9,11.6
17159,45.1,42305,89.3,18.9
17161,345,46726,86.8,22
17163,410.6,50109,88.3,24.3
17165,65.6,36083,82.8,14
17167,227.4,53508,91.5,31.2
17169,17.3,43902,88.6,17.8
17171,21.3,50702,88.5,18.3
17173,29.5,44689,88.2,14.5
17175,20.8,49693,89.3,14.3
17177,84.5,43410,88.7,17.8
17179,208.6,54617,90.9,23.5
17181,43.1,40696,82.6,18.6
17183,90.9,40463,85.8,14
17185,53.5,47426,87.3,16
17187,32.6,42773,85.5,18.6
17189,26.2,53036,87.1,18.1
17191,23.5,40654,84.1,12.5
17193,29.6,43639,85.3,12.7
17195,85.5,46444,86.5,15.6
17197,809.6,76453,90.2,31.3
17199,157.9,41319,88.4,22
17201,575.2,47597,85.3,21.2
17203,73.3,66198,93,24.3
18000,181,48393,86.6,22.7
18001,101.4,46549,84,13.3
18003,540.6,49767,88.9,26.3
18005,188.7,53692,89,27.2
18007,21.8,47240,89.2,15.1
18009,77.3,40214,86.4,10.5
18011,133.9,68284,93.3,39.4
18013,48.9,50503,88.5,22.9
18015,54.1,49232,89,14.4
18017,94.5,42679,83.5,14.3
18019,295.6,49130,85.8,18.5
18021,75.2,46916,87.6,14.3
18023,82,48352,82.3,13.1
18025,35.1,40354,81.1,12.5
18027,73.7,45231,75.4,11.8
18029,164.1,57146,88.7,17.7
18031,69.1,47810,84.8,13.8
18033,116.4,47099,88,15.4
18035,300.1,38730,85.1,22.2
18037,98,53997,85.6,19.7
18039,426.5,47308,79.9,17.9
18041,112.9,35802,76.9,8.7
18043,504.1,52803,87.7,21.7
18045,43.6,44802,83.7,10.9
18047,60.1,52234,84.8,16.8
18049,56.6,42330,85.8,13.4
18051,68.7,48171,89.4,14.4
18053,169.2,39377,84,16.3
18055,61.1,43869,84.8,11
18057,696.4,84449,96,54.4
18059,228.8,62184,91.7,24.8
18061,81.2,52263,87.5,14.8
18063,357.4,68192,93.4,31.6
18065,126.2,40519,84.5,13.9
18067,282.4,45022,87.1,19.7
18069,97,47137,88.2,15.6
18071,83.2,45666,85,13.4
18073,59.8,55509,87.5,14.3
18075,55.4,40144,84.6,9.5
18077,89.9,43635,84.2,18.2
18079,75.7,44815,84.1,8.1
18081,435.8,62754,90.7,26.4
18083,74.5,40391,85.1,14.6
18085,145.6,51141,84.5,20.2
18087,97.8,47057,60.5,10.4
18089,994.1,49443,86.5,19.5
18091,186.3,46934,85.5,17
18093,102.7,43195,82.2,12.9
18095,291.3,44035,86.8,16.8
18097,2279.6,43197,84.2,27.1
18099,106.1,48536,84.3,16.8
18101,30.8,43592,82.2,9.5
18103,98.7,39746,82.9,9.5
18105,349.7,38524,91.5,42.5
18107,75.6,47929,87.4,18
18109,170.5,56315,85.5,15
18111,35.5,48108,86.8,8.1
18113,115.7,47768,82.2,12.7
18115,71.1,50795,82.6,12.8
18117,49.8,37618,79.7,12.2
18119,56,43553,81.7,9.1
18121,39,42441,80.8,13.9
18123,50.7,45808,82.1,8.9
18125,38.4,40525,84,10.2
18127,393,62394,91.6,25.5
18129,63.3,57757,89.4,19.8
18131,30.9,45029,85.3,15.2
18133,79,50165,85.9,16.7
18135,57.9,41544,85.3,11.2
18137,64.6,49358,85.8,15.1
18139,42.6,47102,85.3,14.8
18141,583,45183,87.5,26.2
18143,127,40532,76,10.1
18145,108.1,52156,85.8,15
18147,52.8,54348,85.7,15.4
18149,75.6,38961,79.3,11.3
18151,110.7,48502,90.2,19.9
18153,48,47640,85.9,13.4
18155,48.1,43628,77.5,8.9
18157,345.7,43485,90.5,35.8
18159,61.2,53543,89.1,15.3
18161,46.6,43912,86.1,17
18163,769.7,43334,87.9,21.9
18165,63.1,43856,87.8,13.8
18167,267.4,39534,85.7,21.1
18169,79.7,44242,86.1,17.1
18171,23.3,49615,81.8,13.7
18173,155.1,63446,91.6,25.1
18175,55,39879,78.7,10.3
18177,171.5,40427,82.2,16.6
18179,75.1,48154,89.2,14.4
