498,Miami,IN,98.7,10,39746,82.9,9.5
499,Monroe,IN,349.7,8,38524,91.5,42.5
500,Montgomery,IN,75.6,8.7,47929,87.4,18
501,Morgan,IN,170.5,7.8,56315,85.5,15
502,Newton,IN,35.5,9.6,48108,86.8,8.1
503,Noble,IN,115.7,9,47768,82.2,12.7
504,Ohio,IN,71.1,8.2,50795,82.6,12.8
505,Orange,IN,49.8,9.7,37618,79.7,12.2
506,Owen,IN,56,9.6,43553,81.7,9.1
507,Parke,IN,39,9.5,42441,80.8,13.9
508,Perry,IN,50.7,7.6,45808,82.1,8.9
509,Pike,IN,38.4,7.9,40525,84,10.2
510,Porter,IN,393,7.7,62394,91.6,25.5
511,Posey,IN,63.3,8,57757,89.4,19.8
512,Pulaski,IN,30.9,7.1,45029,85.3,15.2
513,Putnam,IN,79,10,50165,85.9,16.7
514,Randolph,IN,57.9,9.4,41544,85.3,11.2
515,Ripley,IN,64.6,9.3,49358,85.8,15.1
516,Rush,IN,42.6,7.9,47102,85.3,14.8
517,St Joseph,IN,583,9.7,45183,87.5,26.2
518,Scott,IN,127,9.6,40532,76,10.1
519,Shelby,IN,108.1,7.5,52156,85.8,15
520,Spencer,IN,52.8,7.5,54348,85.7,15.4
521,Starke,IN,75.6,10.1,38961,79.3,11.3
522,Steuben,IN,110.7,8.7,48502,90.2,19.9
523,Sullivan,IN,48,10.7,47640,85.9,13.4
524,Switzerland,IN,48.1,7.3,43628,77.5,8.9
525,Tippecanoe,IN,345.7,8.3,43485,90.5,35.8
526,Tipton,IN,61.2,9.1,53543,89.1,15.3
527,Union,IN,46.6,8.9,43912,86.1,17
528,Vanderburgh,IN,769.7,8,43334,87.9,21.9
529,Vermillion,IN,63.1,10.8,43856,87.8,13.8
530,Vigo,IN,267.4,10.9,39534,85.7,21.1
531,Wabash,IN,79.7,8.9,44242,86.1,17.1
532,Warren,IN,23.3,6.4,49615,81.8,13.7
533,Warrick,IN,155.1,7,63446,91.6,25.1
534,Washington,IN,55,7.7,39879,78.7,10.3
535,Wayne,IN,171.5,10.6,40427,82.2,16.6
536,Wells,IN,75.1,7.3,48154,89.2,14.4
537,White,IN,48.8,8,47752,87.8,15.1
538,Whitley,IN,99.2,7.8,51666,90.6,15.6
539,Adair,IA,13.5,4.4,47623,90.9,14.3
540,Adams,IA,9.5,5,44389,89.9,17.2
541,Allamakee,IA,22.4,6.2,47096,87.6,15.3
542,Appanoose,IA,25.9,6.6,35230,86.5,15.3
543,Audubon,IA,13.8,5,41840,87.9,15
544,Benton,IA,36.4,5.1,55810,92.2,17.8
545,Black Hawk,IA,231.7,5.6,44567,89.2,25.2
546,Boone,IA,46,4.4,51582,92.2,20.5
547,Bremer,IA,55.7,4,58372,93.5,27.4
548,Buchanan,IA,36.7,4.7,54879,90.8,18.2
549,Buena Vista,IA,35.2,5,46145,78.7,22.4
550,Butler,IA,25.6,4.1,50052,88.9,14.3
551,Calhoun,IA,17,4.7,44331,91.5,18.7
552,Carroll,IA,36.6,3.8,48038,89.5,17.9
553,Cass,IA,24.7,4.8,41444,91.8,15.7
554,Cedar,IA,31.9,4.2,57004,92.3,19.1
555,Cerro Gordo,IA,77.7,5.6,45973,91.7,21.5
556,Cherokee,IA,20.9,4.8,45668,92.1,19
557,Chickasaw,IA,24.7,4.8,42098,88.4,14.4
558,Clarke,IA,21.5,6,45610,86.8,13.2
559,Clay,IA,29.4,5.3,45462,92.4,18.3
560,Clayton,IA,23.3,5.3,46644,90.9,15.3
561,Clinton,IA,70.7,6.1,48063,89.7,16.4
562,Crawford,IA,23.9,4.2,45423,78.4,15.3
563,Dallas,IA,112.4,4.7,71691,93.3,41.1
564,Davis,IA,17.4,6,46651,83.5,16
565,Decatur,IA,15.9,4.9,34185,84.2,16.8
566,Delaware,IA,30.7,4,49375,90.1,14.2
567,Des Moines,IA,96.9,6.3,43111,90.4,18.3
568,Dickinson,IA,43.8,5,52704,93.2,27
569,Dubuque,IA,154,4.8,49663,90.5,25.5
570,Emmet,IA,26,4.8,44357,87.7,16.7
571,Fayette,IA,28.6,5.6,42108,89.2,16.9
572,Floyd,IA,32.6,6.2,42247,91,16.1
573,Franklin,IA,18.4,4.3,46461,83.1,15.1
574,Fremont,IA,14.6,5.8,49934,91.4,18
575,Greene,IA,16.4,5.2,44981,87.1,18.2
576,Grundy,IA,24.8,3.9,55848,92.1,20.7
577,Guthrie,IA,18.5,5.5,50000,91.3,19.3
578,Hamilton,IA,27.2,7.5,46603,89.9,16.6
579,Hancock,IA,19.9,5,48996,89.7,15.5
580,Hardin,IA,30.8,5.1,46930,90.4,19.8
581,Harrison,IA,21.4,4.5,53750,91.2,15.9
582,Henry,IA,46.4,6.8,43510,90.6,19.7
583,Howard,IA,20.2,4.8,45682,87,12.8
584,Humboldt,IA,22.6,4.3,48075,88.2,16.4
585,Ida,IA,16.4,3.8,43918,89.5,18.6
586,Iowa,IA,27.9,5,57476,92.9,21
587,Jackson,IA,31.2,5.4,45042,87.5,14.6
588,Jasper,IA,50.4,6.9,48881,91.3,17.4
589,Jefferson,IA,38.7,6.2,47784,92.6,30.3
590,Johnson,IA,213.1,4.2,53703,95.3,50.6
591,Jones,IA,35.9,5.4,50745,90.6,16.6
592,Keokuk,IA,18.1,5.5,42030,89,13.6
593,Kossuth,IA,16,3.7,49548,90.8,16.6
594,Lee,IA,69.3,7.2,42437,87.5,14.8
595,Linn,IA,294.6,5.4,55666,93.5,30
596,Louisa,IA,28.3,5.4,50982,81.7,12.5
597,Lucas,IA,20.7,4.4,43184,88,12.3
598,Lyon,IA,19.7,2.9,49938,87.1,16.1
599,Madison,IA,27.9,5.3,56333,93.9,20.2
600,Mahaska,IA,39.2,5.5,46477,89.8,18.9
601,Marion,IA,60.1,5.1,53730,91.3,23.5
602,Marshall,IA,71,6.4,47691,84.5,18.7
603,Mills,IA,34.4,3.7,61796,91.2,24.1
604,Mitchell,IA,23,4.8,49389,89.7,16.5
605,Monona,IA,13.3,7,42283,88,13.9
606,Monroe,IA,18.4,5.2,43913,87.2,16.7
607,Montgomery,IA,25.3,5.4,38072,87.4,15.5
608,Muscatine,IA,97.7,5.4,51134,85.5,18
609,Obrien,IA,25.1,4.2,45995,89.7,18.6
610,Osceola,IA,16.2,4.9,45696,85.6,13.3
611,Page,IA,29.8,5.2,41503,87.7,15.9
612,Palo Alto,IA,16.7,4.3,44063,87.9,15.2
613,Plymouth,IA,29,4,56387,91.7,20.1
614,Pocahontas,IA,12.7,4.2,42545,91.9,17.3
615,Polk,IA,750.5,5.5,57473,91,33.8
616,Pottawattamie,IA,98,4.7,49924,88.9,17.7
617,Poweshiek,IA,32.3,5.1,52413,92.6,23.1
618,Ringgold,IA,9.6,4.5,42213,89.5,21.1
619,Sac,IA,18,4.1,44392,89.7,18.8
620,Scott,IA,360.7,6.7,51274,91.2,30.3
621,Shelby,IA,20.6,3.5,46257,90.8,17.4
622,Sioux,IA,43.9,3.7,53922,86.8,22.5
623,Story,IA,156.3,4.6,49733,95.5,47.7
624,Tama,IA,24.6,6.1,48836,88.7,16
625,Taylor,IA,11.9,4.1,41554,88.6,12.7
626,Union,IA,29.6,6.2,41782,89,15.8
627,Van Buren,IA,15.6,5.8,40640,88.3,13.1
628,Wapello,IA,82.5,7.4,40269,84.6,15.5
629,Warren,IA,81.1,4.9,63292,95.1,26.7
630,Washington,IA,38.2,4.3,51875,88.6,19.5
631,Wayne,IA,12.2,4.7,36365,87.2,11.9
632,Webster,IA,53.1,7.5,41695,87.9,17.9
633,Winnebago,IA,27.1,5.6,46395,90,20.8
634,Winneshiek,IA,30.5,4.6,52042,91.6,27.1
635,Woodbury,IA,117.1,5.5,45844,85.2,20.3
636,Worth,IA,19,5.1,50540,90.1,16.2
637,Wright,IA,22.8,5.6,43105,87.7,14.6
638,Allen,KS,26.7,7.1,40275,89.3,16.6
639,Anderson,KS,14,6.6,40753,86.6,14.7
640,Atchison,KS,39.3,7.2,44433,88.8,21.4
641,Barber,KS,4.3,3.7,41677,92,20
642,Barton,KS,30.9,4.3,44989,85.6,19.6
643,Bourbon,KS,23.9,6.6,39843,88.2,21.5
644,Brown,KS,17.5,5.3,36218,89.1,16.3
645,Butler,KS,46.1,7,57573,92.2,25.2
646,Chase,KS,3.6,4.5,39095,89.5,17.7
647,Chautauqua,KS,5.7,5.9,35791,85.8,15.5
648,Cherokee,KS,36.8,8,41513,85.8,13.4
649,Cheyenne,KS,2.7,3.1,36364,87.3,18.1
650,Clark,KS,2.3,3.5,42011,91.4,23.3
651,Clay,KS,13.2,4.8,41829,92.4,17.3
652,Cloud,KS,13.3,4.1,37073,88.6,15.2
653,Coffey,KS,13.7,6.4,49552,92.3,20.2
654,Comanche,KS,2.4,3.8,38750,88.5,23.1
655,Cowley,KS,32.3,6.2,40924,87.2,19.5
656,Crawford,KS,66.4,6.9,36043,88.7,27.8
657,Decatur,KS,3.3,3.8,35887,91.6,17.7
658,Dickinson,KS,23.3,6.3,49003,90.9,19.5
659,Doniphan,KS,20.2,6,45000,88,18.3
660,Douglas,KS,243.1,6,47063,95.3,48.8
661,Edwards,KS,4.9,3.7,41406,82.6,21.6
662,Elk,KS,4.5,5.6,34246,89.5,16.8
663,Ellis,KS,31.6,3.6,43713,91.5,31.8
664,Ellsworth,KS,9.1,3.2,43125,90.4,21.8
665,Finney,KS,28.2,5.1,51179,71.8,19.1
666,Ford,KS,30.8,3.8,49061,69.1,18
667,Franklin,KS,45.5,7.9,50231,90.8,19.5
668,Geary,KS,89.3,7.3,45649,91.3,19.9
669,Gove,KS,2.5,2.5,41853,92.1,16.3
670,Graham,KS,2.9,3.1,41008,90.6,21.1
671,Grant,KS,13.6,3.8,59127,82,17.5
672,Gray,KS,6.9,3.2,55559,75.5,20.2
673,Greeley,KS,1.6,3.3,58971,88.5,19.1
674,Greenwood,KS,5.9,5.4,37543,90.8,15.4
675,Hamilton,KS,2.7,3.6,41351,79.7,13.6
676,Harper,KS,7.5,3.6,42021,86.9,16.7
677,Harvey,KS,64.3,5.8,48880,89.8,25.7
678,Haskell,KS,7.4,3.6,49760,73.1,15.8
679,Hodgeman,KS,2.2,3.6,44176,90.1,23.6
680,Jackson,KS,20.5,6.9,54440,93.4,18.7
681,Jefferson,KS,35.9,6.8,58083,92.8,22.8
682,Jewell,KS,3.4,3.1,39713,91,20
683,Johnson,KS,1149.6,5.1,74761,95.6,51.3
684,Kearny,KS,4.6,3.9,50612,77.7,14.7
685,Kingman,KS,9.1,4.9,45817,89.2,19.6
686,Kiowa,KS,3.5,4,39496,92.1,22.1
687,Labette,KS,33.5,8.2,40587,87.8,18
688,Lane,KS,2.4,4.1,41536,87.9,19.6
689,Leavenworth,KS,164.7,6.7,62853,91.4,28.7
690,Lincoln,KS,4.5,4.8,41050,90.5,18.8
691,Linn,KS,16.3,7.5,44408,88,13.9
692,Logan,KS,2.6,2.8,41289,89.6,19.6
693,Lyon,KS,39.8,5.5,37954,85.3,23.7
694,McPherson,KS,32.5,4.4,53332,87.3,25
695,Marion,KS,13.4,5.3,45941,89.2,20.6
696,Marshall,KS,11.2,3.9,42464,90.2,12.8
697,Meade,KS,4.7,3.4,49551,86.2,22.5
698,Miami,KS,57,5.6,59668,92.7,23.3
699,Mitchell,KS,9.1,3.1,45237,90.6,20.7
700,Montgomery,KS,55.1,8.1,40925,87.1,18.6
701,Morris,KS,8.5,6.4,44070,91.1,19.2
702,Morton,KS,4.4,3.8,44263,86.1,19.4
703,Aleutians East,AK,0.4,13.6,57083,80,17.8
704,Nemaha,KS,14.2,3.7,47476,90.8,19.4
705,Neosho,KS,28.9,7.3,38883,88,15.5
706,Ness,KS,2.9,2.8,46417,91.1,17.4
707,Norton,KS,6.5,3.8,37656,88.8,16.7
708,Osage,KS,23.1,6.9,51878,90.4,19.8
709,Osborne,KS,4.3,3.6,36489,88.9,18.7
710,Ottawa,KS,8.5,5.6,53287,89.7,19.1
711,Pawnee,KS,9.2,4.4,43676,91,21.7
712,Phillips,KS,6.4,4,43476,90.5,16.1
713,Pottawatomie,KS,25.7,5.4,54309,93.2,29.7
714,Pratt,KS,13.1,4,42825,88.9,22.2
715,Rawlins,KS,2.4,2.8,40625,90.8,22.7
716,Reno,KS,51.4,5.4,42207,88.6,19.5
717,Republic,KS,6.9,3.6,40538,93.7,19.4
718,Rice,KS,13.9,4.2,46155,90.3,20.9
719,Aleutians West,AK,1.3,8.4,75179,78.9,11.1
720,Riley,KS,116.6,4.9,41427,95.3,45.6
721,Rooks,KS,5.8,4.4,40000,91.4,20.1
722,Rush,KS,4.6,4.7,40036,87.1,17.2
723,Russell,KS,7.9,4.3,38168,90.1,20.2
724,Saline,KS,77.2,6.9,45635,88.7,24
725,Scott,KS,6.9,2.7,58453,88.6,19.9
726,Sedgwick,KS,499.6,7.2,49451,88,28
727,Seward,KS,35.9,4.3,44550,64.8,13.5
728,Shawnee,KS,327.1,6.4,47701,90.3,28.8
729,Sheridan,KS,2.9,2.6,46821,92.7,20.9
730,Sherman,KS,5.7,3,43012,86.9,17.2
731,Smith,KS,4.3,3.9,42569,88.1,13.4
732,Stafford,KS,5.6,4.7,42006,86.6,21.8
733,Stanton,KS,3.3,3.1,49152,73.1,15.5
734,Stevens,KS,7.9,4.5,56019,83.3,13.1
735,Sumner,KS,20.4,6.7,48060,91,18.4
736,Thomas,KS,7.4,4.1,45125,89.5,23
737,Trego,KS,3.4,3.3,42009,89.3,19.1
738,Wabaunsee,KS,8.9,5.1,53292,94.9,19.8
739,Wallace,KS,1.6,3.9,46128,88.2,23.9
740,Anchorage,AK,171.2,6.1,75485,92.1,32.3
741,Washington,KS,6.5,4.2,40469,88.6,17.3
742,Wichita,KS,3.1,5.1,50324,81.6,18
743,Wilson,KS,16.5,8.6,40069,81.8,11.4
744,Woodson,KS,6.6,6.8,31779,89.4,16.4
745,Wyandotte,KS,1039,8.6,39812,78.6,15.2
746,Bethel,AK,0.4,17.2,52063,79.2,12.5
747,Bristol Bay,AK,2,2.3,80000,91.2,19.6
748,Denali,AK,0.1,4.7,82898,90.8,24.2
749,Dillingham,AK,0.3,9,57681,82.4,19.2
750,Fairbanks North Star,AK,13.3,6.6,68922,93,27.7
751,Haines,AK,1.1,6.8,51667,95,31.6
752,Adair,KY,46,7.8,31775,71.2,13.3
753,Allen,KY,58,8.9,35357,74,10.9
754,Anderson,KY,106.1,7.3,52447,86.6,18.4
755,Ballard,KY,33.4,9,41875,82,11.8
756,Barren,KY,86.5,8.2,38616,77.8,14.2
757,Bath,KY,41.6,9.9,28776,72.5,13.3
758,Bell,KY,79.9,13.8,25269,65.1,11.2
759,Boone,KY,482.3,7.4,68087,91,28.8
760,Bourbon,KY,69,8.2,42192,82.5,16
761,Boyd,KY,309.9,8.3,38848,84.9,15.6
762,Boyle,KY,157.8,10,41035,84.9,23.3
763,Bracken,KY,41.3,8.6,39643,75.3,13.2
764,Breathitt,KY,28.2,13.1,22304,64.8,10.6
765,Breckinridge,KY,35.4,8,38325,76.7,8.1
766,Bullitt,KY,250.2,8.7,51857,84.2,12
767,Butler,KY,29.8,8.7,32508,71.7,8
768,Caldwell,KY,37.7,7.5,37078,83,14.2
769,Calloway,KY,96.6,7.2,39316,86.1,28.6
770,Campbell,KY,597,7.8,53018,87.1,27.4
771,Carlisle,KY,26.9,7.6,35699,82.3,11.4
772,Carroll,KY,84.1,9.6,42063,75.5,8.1
773,Carter,KY,67.7,12.2,35637,73.9,10
774,Casey,KY,35.9,7.9,27327,65.4,8.2
775,Christian,KY,103.1,11.1,37958,83.7,13.5
776,Clark,KY,141.1,8.3,45726,81.1,18.2
777,Clay,KY,46.3,13.1,20206,59.7,7.9
778,Clinton,KY,52.1,8.8,27654,63.3,7.5
779,Crittenden,KY,25.9,8.6,32545,76.9,9.6
780,Cumberland,KY,22.5,9.8,29528,72.4,8.7
781,Daviess,KY,210.9,7,44763,87.4,18.5
782,Edmonson,KY,40.2,8.8,35217,77.8,9.6
783,Elliott,KY,33.5,11.4,25769,71.7,6.3
784,Estill,KY,58,8.9,28148,70.5,6.7
785,Fayette,KY,1042.8,6.6,48306,88.5,39.3
786,Fleming,KY,41.2,9.1,31979,75.8,12.7
787,Floyd,KY,100.3,11,28221,68.8,12.2
788,Franklin,KY,237.2,7,47062,85.5,27.5
789,Fulton,KY,33.2,15.7,34545,78.1,11.3
790,Gallatin,KY,84.8,9,45400,72.5,9.7
791,Garrard,KY,73.5,9,40137,79.5,14
792,Grant,KY,95.6,8.7,43755,81.6,11.2
793,Graves,KY,67.3,8.7,35514,80.8,14.6
794,Grayson,KY,51.8,10.2,32919,72.3,7.2
795,Green,KY,39.4,8.4,35313,76.1,11.2
796,Greenup,KY,107.2,8.6,41902,79.8,15.6
797,Hancock,KY,45.6,7,47895,84.7,10.9
798,Hardin,KY,169.3,8,48743,87.4,19.3
799,Harlan,KY,62.9,14.2,26914,69.1,11
800,Harrison,KY,61.5,7.8,38690,80.2,12.6
801,Hart,KY,44.2,7.7,31858,68.6,8.6
802,Juneau,AK,11.6,5,77465,95.9,36.4
803,Henderson,KY,105.9,7.6,41473,84.7,16.5
804,Henry,KY,53.9,8.4,42506,79.8,13.8
805,Hickman,KY,20.2,9,37535,77.7,13.8
806,Hopkins,KY,86.6,7.9,39187,79.9,13.4
807,Jackson,KY,39.1,15.7,21448,63.1,5.7
808,Jefferson,KY,1948.1,9.1,46298,87.6,29.2
809,Jessamine,KY,282.3,7.3,48547,84.7,27.2
810,Johnson,KY,89.2,9.8,32421,69.9,10.2
811,Kenton,KY,996.7,7.7,53375,87,27.5
812,Knott,KY,46.5,14.2,31735,67.8,12.1
813,Knox,KY,82.5,12.1,22364,64.9,8.4
814,Larue,KY,54.3,7.7,37920,78.1,10.9
815,Laurel,KY,135.6,9.7,37286,73.9,13.2
816,Lawrence,KY,38.2,10.2,32279,71,9
817,Lee,KY,37.8,13.9,24674,68.5,6.8
818,Leslie,KY,28.2,14.9,29050,58.7,7.7
819,Letcher,KY,72.6,14,29564,70.1,10.3
820,Lewis,KY,28.7,12,27181,65.9,8.8
821,Lincoln,KY,74.1,10.5,33398,73.4,9.8
822,Livingston,KY,30.4,8.3,40248,79,9.4
823,Logan,KY,48.6,7.5,35973,75.9,10.1
824,Lyon,KY,38.9,8.6,40546,84.2,12.8
825,McCracken,KY,263.6,8.1,44054,86.5,21.4
826,McCreary,KY,42.9,13.5,24292,69.8,7.6
827,Mclean,KY,37.8,8.9,40183,78.5,11.3
828,Madison,KY,189.6,7.2,41876,84.2,27.4
829,Magoffin,KY,43.2,17.8,25410,64.7,9.4
830,Marion,KY,57.8,8,38202,82.5,13.5
831,Marshall,KY,104.4,8.5,45605,84.6,15.2
832,Martin,KY,56.3,10.4,23920,67.1,8.4
833,Mason,KY,72.8,8.8,40678,78.5,14
834,Meade,KY,93.6,9.9,45007,85.6,12.9
835,Menifee,KY,31,12.2,28279,68.5,11
836,Mercer,KY,85.7,8.3,47690,83.2,18
837,Metcalfe,KY,34.9,7.7,35199,69.1,7.8
838,Monroe,KY,33.3,7.4,28548,71.8,10.7
839,Montgomery,KY,134.3,8.2,37393,76.7,15.5
840,Morgan,KY,36.5,11.7,29872,69.8,10.3
841,Muhlenberg,KY,67.4,10.4,37440,76.9,9.6
842,Nelson,KY,104,8.7,45149,83.4,14.5
843,Nicholas,KY,36.6,9.6,39586,74.8,11.2
844,Ohio,KY,40.6,7.3,38252,76.7,9.7
845,Oldham,KY,322.2,7.1,82578,90.8,38.3
846,Owen,KY,30.9,7.2,45551,82.8,19.1
847,Owsley,KY,24.1,12.1,19344,56.1,7.6
848,Pendleton,KY,53.7,8.8,48354,80.1,11.9
849,Perry,KY,84.5,13.1,32538,69.9,12.1
850,Pike,KY,82.6,10.1,33148,70.5,12
851,Powell,KY,70.5,10.1,28382,71.8,10.4
852,Pulaski,KY,95.8,9.4,33282,77.4,14.6
853,Robertson,KY,22.8,8,26544,71.5,9.8
854,Rockcastle,KY,53.9,9,26967,69.1,11.7
855,Rowan,KY,83.4,7.8,32763,76.7,24.2
856,Russell,KY,69.2,8.1,31087,72.9,12.7
857,Scott,KY,167.4,7.1,57967,86.8,26.1
858,Shelby,KY,110.8,6.9,56417,83.3,24.5
859,Simpson,KY,74,8.2,41493,82.6,17
860,Spencer,KY,91.4,7.8,61921,86.2,16.4
861,Taylor,KY,92,8.4,35054,75,14.5
862,Todd,KY,33.3,7.9,39417,74.9,9.2
863,Kenai Peninsula,AK,3.4,8.1,59256,92.4,23.1
864,Trigg,KY,32.5,8.9,43331,81,16.8
865,Trimble,KY,58.1,8.8,52224,82.5,13.1
866,Union,KY,43.8,7.1,38651,82.2,11.3
867,Warren,KY,210.1,7.2,43018,84.9,27.8
868,Washington,KY,39.4,8.7,42516,79.8,14.6
869,Wayne,KY,45.4,12.2,26309,68.6,9.6
870,Webster,KY,41,9.3,42115,75.4,9.4
871,Whitley,KY,81.4,9.8,29280,71.3,11.7
872,Wolfe,KY,33.1,13.5,21968,58.5,8.7
873,Woodford,KY,132.1,5.9,55124,88,30.4
874,Ketchikan Gateway,AK,2.8,6.3,57243,93,24.6
875,Kodiak Island,AK,2.1,6.8,66326,91.2,24.5
876,Lake and Peninsula,AK,0.1,6.7,51429,86.5,19.8
877,Matanuska Susitna,AK,3.6,8.4,70343,92.3,20.9
878,Nome,AK,0.4,13.5,52435,83.8,15.7
879,North Slope,AK,0.1,6.4,76667,82.9,17.6
880,Northwest Arctic,AK,0.2,16.6,59893,79.5,12.2
881,Acadia,LA,94.3,6.8,37970,70.9,10.6
882,Allen,LA,33.8,10.2,39007,73.2,9.1
883,Ascension,LA,369.7,6.8,66173,87.4,22.8
884,Assumption,LA,69.2,9.7,46699,70.4,8.1
885,Avoyelles,LA,50.5,8.7,32321,70.2,9.6
886,Beauregard,LA,30.8,8.4,45113,83.7,14.8
887,Bienville,LA,17.7,8.8,30594,79.5,13.6
888,Bossier,LA,139.3,6.3,51771,87.6,22.8
889,Caddo,LA,290.2,8,39086,85.2,21.9
890,Calcasieu,LA,181.2,7.1,43614,82.8,19.1
891,Caldwell,LA,19.1,8.4,38606,77.4,11.2
892,Cameron,LA,5.3,6.5,61679,80.1,12.4
893,Catahoula,LA,14.7,9.8,37115,68,10.2
894,Claiborne,LA,22.8,8.9,32972,75.6,11.7
895,Concordia,LA,29.9,10.8,28705,70.9,11
896,De Soto,LA,30.4,9.6,39213,78.8,13.3
897,East Baton Rouge,LA,966.6,7.8,46838,87.4,33.4
898,East Carroll,LA,18.4,19.1,25267,67.5,9.7
899,East Feliciana,LA,44.7,8.7,37403,78.8,11.7
900,Evangeline,LA,51.3,8.6,34848,67.5,12.3
901,Franklin,LA,33.2,11,34105,68.3,11.4
902,Grant,LA,34.7,8.8,39988,77.1,10.6
903,Iberia,LA,127.6,6.8,42989,76,12.9
904,Iberville,LA,54,10.9,43195,73.6,12
905,Jackson,LA,28.6,7.4,39809,81.6,13.4
906,Jefferson,LA,1463.1,7.2,48374,83,23.3
907,Jefferson Davis,LA,48.5,6.5,43585,76.8,12
908,Lafayette,LA,824.6,5.5,48591,84.6,27.3
909,Lafourche,LA,90.2,5.5,49262,73.3,14.8
910,La Salle,LA,23.8,5.6,42066,79.4,13.7
911,Lincoln,LA,99.1,10.7,34152,85.3,32.3
912,Livingston,LA,197.5,7.2,57254,83.6,17.1
913,Madison,LA,19.4,12,26178,76.6,11.5
914,Morehouse,LA,35.2,12.9,31269,75.1,11.3
915,Natchitoches,LA,31.6,9.5,31830,80.7,21.6
916,Orleans,LA,2029.4,9.4,37325,83.9,32.3
917,Ouachita,LA,251.8,8.4,39724,84,23.2
918,Plaquemines,LA,29.5,7.2,55301,81.6,16.8
919,Pointe Coupee,LA,40.9,9.8,43030,77.7,15.6
920,Rapides,LA,99.9,7.6,40470,81.8,18.5
921,Red River,LA,23.4,8.6,37159,74,13
922,Richland,LA,37.1,9.9,38469,73.6,12.2
923,Sabine,LA,28,7.6,36959,79.7,11.9
924,St Bernard,LA,95.1,8.5,40450,79.5,10.2
925,St Charles,LA,189.1,7.6,60207,85.4,19.5
926,St Helena,LA,27.4,12.8,29632,80.3,9.9
927,St James,LA,91.5,11.1,52887,81.8,11.3
928,St John The Baptist,LA,215.5,9.1,49671,82.2,15.6
929,St Landry,LA,90.3,7.5,34350,74.2,12.6
930,St Martin,LA,70.7,6.8,40358,74.6,12.1
931,St Mary,LA,98.4,8.8,40171,70,9.9
932,St Tammany,LA,276.4,6.3,61442,88.4,29.8
933,Tangipahoa,LA,153,9.3,40214,79.9,19.8
934,Tensas,LA,8.7,12.6,28090,74.6,11.8
935,Terrebonne,LA,90.8,5.6,48166,73.1,13.3
936,Union,LA,25.9,8,37426,79.3,12.7
937,Vermilion,LA,49.4,6.4,43349,75.6,12.1
938,Vernon,LA,39.4,7.5,45292,84.8,17.2
939,Washington,LA,70.4,10.8,30554,77.5,11.4
940,Webster,LA,69.5,8.2,36225,76.3,13.7
941,West Baton Rouge,LA,123.6,8,49929,82.1,17
942,West Carroll,LA,32.3,13.4,30446,72.1,7.8
943,West Feliciana,LA,38.8,9.1,50685,69.8,15.8
944,Winn,LA,16.1,8.1,30938,75.4,12.2
945,Sitka,AK,3.1,6,69798,92.9,34.7
946,Southeast Fairbanks,AK,0.3,11.6,59917,91.8,20.8
947,Valdez Cordova,AK,0.3,7.2,62238,91.6,24.5
948,Wade Hampton,AK,0.4,26,39583,74.6,6.9
949,Yakutat,AK,0.1,9,74844,93.8,25.8
950,Yukon Koyukuk,AK,0,14.8,35335,79.7,10.1
951,Androscoggin,ME,230.2,7.6,45699,87,18.6
952,Aroostook,ME,10.8,9.3,37138,84.2,16.4
953,Cumberland,ME,337.2,5.9,57267,93.6,39.9
954,Franklin,ME,18.1,9.9,40502,88.7,23.6
955,Hancock,ME,34.3,7.1,47421,91.7,31.4
956,Kennebec,ME,140.8,7,46904,90.9,24.4
957,Knox,ME,108.8,6.2,46845,90.3,28.4
958,Lincoln,ME,75.6,6,48862,92.3,31.3
959,Oxford,ME,27.8,9.2,40889,88.2,18.3
960,Penobscot,ME,45.3,7.9,43601,89.9,23.4
961,Piscataquis,ME,4.4,9.6,35123,87.9,16.9
962,Sagadahoc,ME,139.1,6.3,56865,92.3,31.1
963,Somerset,ME,13.3,9.2,37875,86.7,15.4
964,Waldo,ME,53.1,8.1,41728,90,24.6
965,Washington,ME,12.8,10.3,35272,85.9,19.2
966,York,ME,199,6.1,56552,90.9,28
967,Allegany,MD,177,8.9,39408,86.4,15.9
968,Anne Arundel,MD,1295.9,6.7,85690,90.4,36.3
969,Baltimore,MD,1345.5,7.6,65411,89.2,35.2
970,Calvert,MD,416.3,6.3,92981,92.1,29.2
971,Caroline,MD,103.5,8.7,61021,82.2,16.2
972,Carroll,MD,373.4,6.6,83325,90.3,31.5
973,Cecil,MD,292,8.6,66903,86.9,21
974,Charles,MD,320.2,6.5,92135,90.6,26.3
975,Dorchester,MD,60.3,10.2,46683,82.2,18
976,Frederick,MD,353.5,6.2,82668,91.5,36.6
977,Garrett,MD,46.5,7.5,45280,84.7,17.3
978,Harford,MD,560.1,7.4,79953,91.3,30.9
979,Howard,MD,1144.9,5.5,105692,94.9,58.7
980,Kent,MD,72.9,7.6,53480,85.5,29.6
981,Montgomery,MD,1978.2,5.5,95660,91.1,56.8
982,Prince Georges,MD,1788.8,7.2,73447,85.8,29.7
983,Queen Annes,MD,128.5,6.5,84483,90.3,29.9
984,St Marys,MD,294.4,6.6,82529,89.8,28.5
985,Somerset,MD,82.8,10.7,41420,81.6,14.3
986,Talbot,MD,140.7,7.4,63399,88.8,32.7
987,Washington,MD,322.1,8.6,53180,84.2,19
988,Wicomico,MD,263.7,8.6,51739,85.4,25.6
